ALTURA GPSALT LAT LONG Line mag_res2 mag_res1 MAGIGRF X Y
131.06 -59.68000000000001 -16.134139 -51.226455 22740 309.3585351222606 311.82993696550545 455.38199999999995 8216207.47 475787.33
131.67 -62.14999999999998 -16.135209 -51.226477 22740 315.19994353988744 317.8661958305229 463.099 8216089.17 475785.08
132.9 -63.19999999999999 -16.136281 -51.226488 22740 319.80010257214263 322.6472334606582 469.584 8215970.57 475784.03
127.71 -60.25999999999999 -16.137356 -51.226494 22740 306.92500412118216 309.9465088533449 458.601 8215851.65 475783.56
116.89 -56.56 -16.138436 -51.226494 22740 296.62511454251865 299.8146456956516 450.205 8215732.13 475783.69
107.9 -53.24000000000001 -16.13952 -51.226494 22740 283.65309156762135 287.01098320833376 439.142 8215612.29 475783.83
104.55 -51.69 -16.140608 -51.226490999999996 22740 261.70227341610655 265.22591166936013 419.111 8215491.84 475784.26
106.38 -53.079999999999984 -16.141697 -51.226465999999995 22740 227.931782788692 231.5927183683633 387.269 8215371.4 475787.06
109.58 -55.72000000000003 -16.142782999999998 -51.226424 22740 199.3953994062264 203.17173034723055 360.663 8215251.26 475791.65
108.2 -58.910000000000025 -16.143867 -51.226377 22740 179.31975428488363 183.20396195076478 342.515 8215131.43 475796.83
113.39 -61.139999999999986 -16.144947 -51.226333000000004 22740 176.59316398150708 180.58840789466788 341.71 8215011.91 475801.71
119.48 -63.829999999999984 -16.146022 -51.226308 22740 188.71700196842096 192.84725232162052 355.73800000000006 8214893.0 475804.52
123.45 -68.07999999999998 -16.147095 -51.226302000000004 22740 207.41656515167261 211.70645776434606 376.329 8214774.4 475805.24
127.1 -72.73000000000002 -16.148167 -51.22631 22740 227.1544842539799 231.62179025339117 397.95300000000003 8214655.79 475804.48
127.1 -78.18 -16.149233 -51.226316 22740 248.7861591706777 253.42639946346065 421.462 8214537.8 475804.02
134.11 -86.50999999999999 -16.150292 -51.226313 22740 271.6362061734652 276.437517198046 446.17800000000005 8214420.73 475804.44
138.38 -96.0 -16.151339 -51.226308 22740 295.733723491406 300.6907606293812 472.12300000000005 8214304.89 475805.16
138.07 -105.24000000000001 -16.152381 -51.226308 22740 318.193153926488 323.31213043228377 496.418 8214189.66 475805.29
128.17 -112.08000000000004 -16.153417 -51.22631 22740 326.84757605696416 332.1312115959987 506.897 8214075.05 475805.12
113.69 -116.27999999999997 -16.154447 -51.226321 22740 312.1470292450766 317.6051364511692 494.00800000000004 8213961.05 475804.06
102.87 -119.74000000000001 -16.155478 -51.22633 22740 286.9345610114708 292.5636462956091 470.608 8213847.06 475803.29
113.69 -122.10000000000002 -16.1565 -51.226344 22740 264.62478351834153 270.4306344669002 450.094 8213733.98 475801.93
123.29 -126.37 -16.15752 -51.226349 22740 273.62162634579624 279.5931249429302 460.885 8213621.21 475801.46
138.68 -130.84000000000003 -16.158528 -51.226355 22740 259.54605742894296 265.68145843563724 448.584 8213509.67 475800.99
146.0 -133.16999999999996 -16.159536 -51.22636 22740 240.35248851208974 246.6517919283443 431.165 8213398.13 475800.52
150.88 -133.98000000000002 -16.160542 -51.226363 22740 197.05573853218473 203.51490512162138 389.639 8213286.9 475800.35
147.52 -136.49 -16.161547 -51.226371 22740 139.90622443328292 146.53245295468366 334.25800000000004 8213175.67 475799.58
148.74 -141.95000000000005 -16.162547 -51.226371 22740 83.27510827832961 90.05685504779493 279.389 8213065.05 475799.7
148.14 -149.25 -16.163535999999997 -51.226374 22740 14.935857573685212 21.874962542655624 212.791 8212955.67 475799.52
130.15 -157.70000000000005 -16.164517 -51.226374 22740 -36.47401894734131 -29.382446351348023 163.109 8212847.2 475799.64
121.92 -167.76 -16.165481 -51.22638 22740 -66.6712348414562 -59.42274079196011 134.608 8212740.58 475799.17
126.19 -180.45000000000005 -16.166431 -51.226383 22740 -86.44112826768641 -79.04124309251951 116.51100000000001 8212635.49 475798.98
121.92 -191.98000000000002 -16.167372 -51.226399 22740 -115.92789240718709 -108.3602845293611 88.677 8212531.32 475797.32
107.59 -199.27999999999997 -16.168306 -51.226416 22740 -150.03480864966184 -142.3006776608262 56.208 8212428.08 475795.65
105.92 -201.58000000000004 -16.169244 -51.226434999999995 22740 -176.06051797121088 -168.15550475731166 31.829 8212324.22 475793.69
119.18 -202.48000000000002 -16.170182999999998 -51.226458 22740 -185.4280720875524 -177.34845728988682 24.107 8212220.36 475791.42
148.14 -201.72000000000003 -16.171128 -51.226485 22740 -185.72317935305 -177.46113864642132 25.465 8212115.89 475788.57
170.62 -199.03999999999996 -16.172081 -51.226519 22740 -193.52786136985668 -185.07487642452213 19.326 8212010.49 475785.12
182.65 -191.65999999999997 -16.173047 -51.226552000000005 22740 -204.75894653038864 -196.11296641859414 9.785 8211903.56 475781.68
180.67 -179.73000000000002 -16.174032999999998 -51.22658 22740 -202.99962919527485 -194.16466788651306 13.270999999999999 8211794.47 475778.83
167.57 -164.95000000000005 -16.175053 -51.226596 22740 -190.20735187045224 -181.19246537486492 27.853 8211681.7 475777.17
154.23 -150.38 -16.176089 -51.226591 22740 -185.64824629681982 -176.47937892685363 34.24 8211567.09 475777.89
135.94 -137.67999999999995 -16.17715 -51.22656 22740 -198.0860817931059 -188.7914718585725 23.684 8211449.72 475781.29
119.18 -127.02999999999997 -16.178228 -51.226527000000004 22740 -221.4154599757948 -211.99596192378306 2.267 8211330.5 475784.98
110.33 -120.19000000000005 -16.179319 -51.226496000000004 22740 -257.84712336168485 -248.2970868850495 -32.229 8211209.75 475788.38
112.78 -116.60000000000002 -16.180422 -51.226469 22740 -271.72329432744135 -262.03749478708994 -44.151 8211087.77 475791.49
115.67 -114.38 -16.181528 -51.226444 22740 -271.2332469654326 -261.4075251456754 -41.703 8210965.48 475794.29
104.85 -112.42999999999995 -16.182631 -51.226413 22740 -273.61169512580625 -263.65379543278914 -42.126000000000005 8210843.49 475797.7
107.74 -113.62 -16.183729999999997 -51.226396 22740 -271.27545745206885 -261.16783703475926 -37.845 8210721.82 475799.61
108.2 -116.79999999999995 -16.184822 -51.226391 22740 -285.03133042155025 -274.76112291410266 -49.675 8210601.06 475800.34
115.06 -122.98000000000002 -16.185904999999998 -51.226391 22740 -307.3051568776411 -296.86648309223665 -70.04 8210481.23 475800.47
131.06 -132.27999999999997 -16.186975 -51.226383 22740 -299.3769340115789 -288.7826430141427 -60.224 8210362.93 475801.49
135.18 -141.83000000000004 -16.188028 -51.226377 22740 -279.8021311944009 -269.05124855853387 -38.792 8210246.48 475802.21
137.77 -153.45000000000005 -16.189067 -51.226374 22740 -266.21888182240014 -255.3100990550885 -23.377 8210131.56 475802.64
141.28 -167.97000000000003 -16.19008 -51.226363 22740 -255.9219576078259 -244.8697490346995 -11.289000000000001 8210019.4 475803.95
137.46 -182.0 -16.19108 -51.226357 22740 -224.41915038968958 -213.21863651621538 21.978 8209908.79 475804.67
124.97 -194.70000000000005 -16.192061 -51.226355 22740 -187.15110758654197 -175.801605486123 60.975 8209800.32 475805.08
117.65 -205.52999999999997 -16.19303 -51.22636 22740 -159.07619723555652 -147.56889396765942 90.756 8209693.08 475804.61
90.52 -215.42999999999995 -16.193983 -51.226369 22740 -134.80866966878705 -123.14247082769874 116.699 8209587.69 475803.83
89.31 -225.54999999999995 -16.194928 -51.22638 22740 -116.85441004797204 -105.0271416156406 136.313 8209483.22 475802.76
101.95 -234.44000000000005 -16.195864 -51.226394 22740 -111.81438110839818 -99.82374908745996 142.997 8209379.67 475801.39
144.48 -240.58000000000004 -16.196794 -51.226409999999994 22740 -116.7155197275232 -104.55879026362771 139.72899999999998 8209276.73 475799.72
164.53 -240.64999999999998 -16.197733 -51.22643 22740 -125.74722904907242 -113.4196173601141 132.344 8209172.87 475797.76
162.55 -235.02999999999997 -16.198678 -51.226471000000004 22740 -133.8879431308156 -121.36001442631681 125.851 8209068.39 475793.42
145.54 -225.14999999999998 -16.199642 -51.226516 22740 -144.73865691653737 -132.00389536431538 116.681 8208961.77 475788.79
136.55 -215.53999999999996 -16.200622 -51.226552000000005 22740 -160.3373085237876 -147.4037531407788 102.796 8208853.29 475785.05
149.78 -159.03999999999996 -16.200392 -51.222074 22750 -168.26414603701835 -161.1093744357185 96.238 8208879.32 476263.62
151.86 -173.05999999999995 -16.199253 -51.22211 22750 -167.90199413461306 -160.8781029915121 94.579 8209005.3 476259.63
145.55 -186.58000000000004 -16.198135999999998 -51.222144 22750 -161.80809941938747 -154.91507765653637 98.69200000000001 8209128.82 476255.93
123.87 -199.16999999999996 -16.197039 -51.22218 22750 -151.27452291638556 -144.50582632372706 107.27799999999999 8209250.18 476251.94
112.35 -208.98000000000002 -16.195960999999997 -51.222202 22750 -135.97757923103475 -129.34804829410731 120.667 8209369.4 476249.44
108.45 -214.24 -16.194892000000003 -51.222213 22750 -143.0576841566027 -136.58017105231414 111.698 8209487.7 476248.12
109.48 -214.57000000000005 -16.193822 -51.222215999999996 22750 -161.4221056390146 -155.1072885262256 91.448 8209606.0 476247.69
127.28 -210.08000000000004 -16.192753 -51.22221 22750 -185.4088809429536 -179.2675579598366 65.579 8209724.3 476248.16
146.49 -201.13 -16.191669 -51.222198999999996 22750 -219.12248898420063 -213.1639098172916 29.961 8209844.13 476249.22
154.35 -188.75 -16.190572 -51.22218 22750 -254.62972919504912 -248.86677128814446 -7.472 8209965.51 476251.17
148.68 -173.58000000000004 -16.189453 -51.222152 22750 -285.5922314407964 -280.0389292625372 -40.396 8210089.34 476254.0
143.87 -156.27999999999997 -16.188311 -51.222116 22750 -307.15087373201794 -301.8213959192923 -63.952 8210215.63 476257.72
135.0 -140.28999999999996 -16.187147 -51.222063 22750 -318.9050098902417 -313.82432321811115 -77.736 8210344.38 476263.23
132.04 -130.38 -16.185967 -51.221985 22750 -349.3425964437214 -344.5452403624428 -110.223 8210474.98 476271.4
129.42 -122.75999999999999 -16.184778 -51.22188 22750 -360.6804399759137 -356.20336791241573 -123.61399999999999 8210606.51 476282.54
129.6 -113.83000000000004 -16.183583 -51.221771000000004 22750 -360.1438462019307 -355.99150887171106 -125.139 8210738.64 476293.98
128.41 -103.91999999999996 -16.18238 -51.221671 22750 -371.7970879740635 -367.9600068099126 -138.872 8210871.7 476304.52
109.73 -93.46000000000004 -16.181167000000002 -51.221599 22750 -388.5377111441619 -384.98211750843575 -157.72299999999998 8211005.99 476312.1
97.35 -88.54999999999995 -16.179947 -51.221555 22750 -430.3146741918671 -427.00566558538736 -201.63099999999997 8211140.88 476316.7
97.23 -90.75999999999999 -16.178728 -51.221534999999996 22750 -439.8735283149183 -436.7790844500418 -213.331 8211275.78 476318.63
112.5 -99.92999999999995 -16.177525 -51.221548999999996 22750 -416.35077473997774 -413.4256638186531 -191.933 8211408.82 476317.01
128.14 -112.40999999999997 -16.176347 -51.221585 22750 -402.01210630505034 -399.2238571046943 -179.68400000000003 8211539.1 476313.01
140.85 -125.34000000000003 -16.175192000000003 -51.22163 22750 -368.4902978246331 -365.8247417083594 -148.216 8211666.92 476308.12
152.09 -136.85000000000002 -16.174053 -51.221683 22750 -338.41263479796453 -335.85646865392226 -120.166 8211792.89 476302.34
157.03 -147.64 -16.172936 -51.221716 22750 -329.91174008273873 -327.48644331894656 -113.646 8211916.41 476298.64
156.43 -159.51 -16.171842 -51.221721 22750 -313.27512675462094 -311.01296272833076 -98.94 8212037.47 476297.92
139.26 -171.86 -16.170769 -51.221724 22750 -283.3836113595755 -281.2845831817723 -70.939 8212156.08 476297.49
127.53 -184.63 -16.169717000000002 -51.221734999999995 22750 -243.42921556040406 -241.47970024156461 -32.844 8212272.53 476296.18
129.88 -196.82000000000005 -16.168681 -51.221752 22750 -191.60988663669883 -189.80007465398694 17.143 8212387.14 476294.27
130.94 -206.75 -16.167664000000002 -51.221773999999996 22750 -132.72563599525407 -131.04551792747276 74.227 8212499.6 476291.78
123.48 -212.54999999999995 -16.16665 -51.221802000000004 22750 -71.52608635023373 -69.96802358161332 133.629 8212611.75 476288.69
110.77 -213.27999999999997 -16.165639000000002 -51.221835 22750 -14.888237701652287 -13.44459161642402 188.472 8212723.59 476285.0
104.82 -209.89999999999998 -16.164619000000002 -51.221871 22750 47.75850225511152 49.089891486063436 249.308 8212836.36 476281.02
99.43 -205.04999999999995 -16.163597 -51.22191 22750 121.47813777570494 122.70044386371995 321.211 8212949.43 476276.74
143.47 -201.96000000000004 -16.162567000000003 -51.221955 22750 216.1496232908821 217.26861963340107 414.04900000000004 8213063.42 476271.87
171.41 -198.58000000000004 -16.161528 -51.221999 22750 306.93379744897754 307.9482986432861 502.985 8213178.33 476266.99
184.11 -193.72000000000003 -16.160481 -51.222024 22750 369.02303118521866 369.90676196324546 563.219 8213294.17 476264.19
180.67 -188.23000000000002 -16.159422 -51.222024 22750 409.618866241937 410.33792690877397 601.95 8213411.24 476264.07
161.29 -182.37 -16.15835 -51.22201 22750 435.7755892691727 436.31017195873886 626.2230000000001 8213529.84 476265.42
148.44 -176.42999999999995 -16.157267 -51.22198 22750 455.2403894278366 455.56725841515 643.7909999999999 8213649.68 476268.56
142.71 -172.14 -16.156172 -51.221940999999994 22750 465.60746128534896 465.7141931725337 652.245 8213770.75 476272.59
142.47 -167.78999999999996 -16.155070000000002 -51.221899 22750 457.24610384527074 457.1279138502233 641.957 8213892.74 476276.91
137.92 -163.64 -16.153956 -51.221852 22750 451.18213604453473 450.8302001487716 633.9490000000001 8214015.96 476281.82
146.73 -160.55999999999995 -16.152835999999997 -51.221804999999996 22750 461.326004734015 460.73932324424914 642.139 8214139.8 476286.74
156.15 -159.72000000000003 -16.151717 -51.221769 22750 450.2961486667404 449.4890133101568 629.151 8214263.63 476290.47
170.55 -159.91999999999996 -16.150597 -51.221744 22750 425.13872709681857 424.12541541166706 602.031 8214387.46 476293.01
177.23 -158.07000000000005 -16.149478 -51.221724 22750 390.38654140791505 389.17425215297806 565.314 8214511.29 476294.95
173.79 -153.39999999999998 -16.148356 -51.221705 22750 347.92525533177053 346.51342867074845 520.883 8214635.43 476296.9
167.77 -150.73000000000002 -16.147225 -51.221697 22750 291.9620923959119 290.36382046433994 462.931 8214760.49 476297.65
166.12 -148.34000000000003 -16.146092000000003 -51.221691 22750 213.75494701332158 211.9732693542908 382.72900000000004 8214885.86 476298.11
168.37 -144.26 -16.144953 -51.221685 22750 133.32851613150808 131.36256721997972 300.298 8215011.84 476298.57
156.91 -139.5 -16.143808 -51.221672 22750 121.74848319364341 119.58671934571771 286.707 8215138.43 476299.92
153.95 -135.51999999999998 -16.142661 -51.221655 22750 237.47046571151796 235.10895348119325 400.414 8215265.34 476301.56
150.81 -130.55999999999995 -16.141507999999998 -51.22163 22750 392.73764965453483 390.1647395675357 553.66 8215392.85 476304.1
131.86 -124.52999999999997 -16.140347 -51.221613 22750 611.6229980514364 608.8481686749712 770.5060000000001 8215521.29 476305.74
129.85 -118.79999999999995 -16.139181 -51.221602000000004 22750 747.8064188195576 744.8358692191221 904.638 8215650.35 476306.79
137.46 -114.58000000000004 -16.138008 -51.221602000000004 22750 714.7519885858235 711.5991307746282 869.518 8215780.02 476306.65
143.5 -114.71000000000004 -16.136833 -51.221605 22750 608.2744539159482 604.9424616053304 760.9689999999999 8215909.99 476306.21
146.03 -116.74000000000001 -16.135664000000002 -51.221608 22750 509.9211674805824 506.4107862162707 660.554 8216039.35 476305.78
144.54 -119.66999999999996 -16.134506 -51.221599 22750 435.2758955568853 431.57471301895447 583.871 8216167.48 476306.53
134.5 -122.69000000000005 -16.133356 -51.221577 22750 373.41441981707646 369.505864469914 519.992 8216294.69 476308.77
110.64 -120.79999999999995 -16.132209 -51.221548999999996 22750 324.1309678375837 320.0083865697743 468.69800000000004 8216421.6 476311.6
107.17 -114.00999999999999 -16.131059 -51.221524 22750 315.3853741572656 311.0518207008321 457.936 8216548.81 476314.14
119.67 -106.36000000000001 -16.1299 -51.221502 22750 334.45054979570625 329.9083181480124 474.969 8216676.94 476316.38
131.8 -97.83000000000004 -16.128731 -51.221499 22750 337.6731020086895 332.94552260714556 476.13199999999995 8216806.3 476316.53
126.31 -87.85000000000002 -16.12755 -51.221519 22750 314.488074207387 309.6018369101671 450.85900000000004 8216936.89 476314.31
117.87 -78.94999999999999 -16.126361 -51.221565999999996 22750 300.1806061412516 295.1700536112331 434.43800000000005 8217068.39 476309.12
115.76 -72.33999999999997 -16.125167 -51.221621999999996 22750 295.50532838685984 290.3802590689279 427.63599999999997 8217200.51 476303.04
117.96 -69.80000000000001 -16.123967 -51.221685 22750 285.72308169010387 280.49330821807746 415.714 8217333.24 476296.07
116.62 -68.89999999999998 -16.122764 -51.221740999999994 22750 261.1394925786306 255.79401691597724 388.98900000000003 8217466.28 476289.98
111.98 -65.11000000000001 -16.121561 -51.221790999999996 22750 238.69566758613888 233.22729097407543 364.406 8217599.32 476284.49
111.8 -62.69999999999999 -16.120359 -51.221841 22750 237.3880018477547 231.79671009734713 360.959 8217732.37 476279.0
114.91 -50.31 -16.120106 -51.216788 22760 228.27009202897852 216.15631688100697 353.4 8217760.9 476819.26
113.63 -55.35000000000002 -16.121156 -51.216761 22760 225.5719999935625 213.58594152984912 352.56300000000005 8217644.76 476822.35
110.95 -60.44 -16.122203 -51.216733000000005 22760 218.5896855814955 206.73091813398668 347.43699999999995 8217528.92 476825.44
112.54 -66.45999999999998 -16.123239 -51.216713 22760 229.05827598194972 217.33573247049054 359.73900000000003 8217414.31 476827.64
112.47 -74.99000000000001 -16.124267 -51.216699 22760 250.11091289577945 238.5304725081901 382.608 8217300.63 476829.24
111.13 -85.03999999999996 -16.125278 -51.216705 22760 259.67940710148355 248.26330898044085 393.95599999999996 8217188.78 476828.77
112.84 -96.97000000000003 -16.126278 -51.216716 22760 278.8287254438833 267.5824231091558 414.86300000000006 8217078.16 476827.7
108.23 -107.55999999999995 -16.127259 -51.216733000000005 22760 300.2936785553353 289.22130595572787 438.04900000000004 8216969.7 476826.03
110.95 -115.88999999999999 -16.128231 -51.216752 22760 316.9842417314238 306.0881070532354 456.445 8216862.15 476824.06
105.01 -124.00999999999999 -16.129192 -51.216772 22760 330.82135589850566 320.09959392340954 471.968 8216755.83 476822.1
103.39 -131.01999999999998 -16.130145000000002 -51.216784999999994 22760 337.2301193462936 326.6744517031708 480.05 8216650.44 476820.72
102.78 -136.75 -16.131095000000002 -51.216799 22760 344.79862315271794 334.4085041942054 489.287 8216545.35 476819.35
105.34 -143.10000000000002 -16.132039000000002 -51.216815999999994 22760 358.83311865456596 348.611268046077 504.97900000000004 8216440.88 476817.68
101.49 -148.88 -16.132978 -51.216838 22760 378.72256453820967 368.67531551348816 526.514 8216337.02 476815.41
104.3 -154.08000000000004 -16.133914 -51.216871999999995 22760 413.3013817966634 403.442572036971 562.729 8216233.47 476811.95
118.17 -157.67999999999995 -16.134847 -51.21691 22760 459.2441380301033 449.5803006675453 610.3009999999999 8216130.22 476807.91
125.33 -160.47000000000003 -16.135783 -51.21696 22760 507.07558840224465 497.6215466224355 659.762 8216026.67 476802.67
139.57 -160.69000000000005 -16.136722 -51.217013 22760 555.8060233186463 546.5657105675874 710.1260000000001 8215922.8 476797.14
150.33 -157.13 -16.13767 -51.21706 22760 616.3687674945867 607.3363961859005 772.3389999999999 8215818.02 476792.2
154.2 -152.60000000000002 -16.138633 -51.217083 22760 639.3382592435414 630.4844056647023 796.998 8215711.4 476789.93
156.36 -146.74 -16.139611 -51.217074 22760 592.4920030431133 583.7794990754503 751.878 8215603.24 476790.94
153.8 -141.51 -16.140603 -51.217038 22760 487.4273133526185 478.8226960472285 648.575 8215493.55 476794.92
151.49 -138.14 -16.141606 -51.216977 22760 344.495085735915 335.9680658552322 507.434 8215382.63 476801.57
147.92 -137.08000000000004 -16.142614000000002 -51.216896999999996 22760 206.14639256422288 197.67287993617785 370.894 8215271.1 476810.3
141.12 -138.87 -16.143625 -51.216809999999995 22760 125.11472315286125 116.6880646660369 291.678 8215159.27 476819.62
139.69 -141.32000000000005 -16.144642 -51.216727 22760 162.23626066244017 153.86081543088832 330.624 8215046.82 476828.65
128.87 -140.13 -16.145664 -51.216649 22760 255.63416029812257 247.3180067946006 425.85400000000004 8214933.75 476837.08
119.88 -138.35000000000002 -16.146692 -51.216590999999994 22760 387.2080592225407 378.9768986898859 559.262 8214820.07 476843.44
120.83 -137.57000000000005 -16.147728 -51.216566 22760 490.1584510066604 482.05643563058686 664.048 8214705.46 476846.23
124.67 -137.63 -16.148770000000003 -51.216572 22760 568.2301173227609 560.29724007329 743.953 8214590.23 476845.76
112.16 -137.88 -16.149811 -51.216597 22760 632.402534693043 624.6637512672869 809.951 8214475.0 476843.21
94.64 -138.5 -16.15085 -51.216640999999996 22760 678.1116399949792 670.5914662330599 857.4730000000001 8214360.08 476838.58
92.41 -142.45000000000005 -16.151882999999998 -51.216713 22760 720.2775274087331 713.0107316415829 901.431 8214245.77 476830.98
97.14 -145.23000000000002 -16.152908 -51.216799 22760 737.6776186385983 730.6807724018292 920.6030000000001 8214132.38 476821.89
111.19 -145.60000000000002 -16.153933 -51.216888 22760 767.3077905442889 760.5843732379792 952.0039999999999 8214018.99 476812.51
141.83 -145.04999999999995 -16.154957999999997 -51.216969 22760 803.0844866390134 796.6238342932387 989.555 8213905.59 476804.02
147.22 -144.60000000000002 -16.155989 -51.217027 22760 829.4087957570462 823.1833246107233 1017.672 8213791.59 476797.9
146.06 -142.26999999999998 -16.157022 -51.21706 22760 848.4841810624218 842.4621765166446 1038.555 8213677.28 476794.46
144.6 -138.87 -16.158067000000003 -51.217079999999996 22760 866.5106221930346 860.6760583595556 1058.414 8213561.75 476792.5
152.64 -138.34000000000003 -16.159114000000002 -51.217074 22760 872.7411395109898 867.0623017909044 1066.492 8213445.91 476793.22
155.02 -144.01999999999998 -16.160153 -51.217044 22760 862.1323958013327 856.5760643153462 1057.726 8213330.99 476796.6
148.74 -154.17999999999995 -16.161172 -51.217002 22760 816.9255792176725 811.4742916382452 1014.332 8213218.23 476801.18
131.86 -166.23000000000002 -16.162172 -51.216963 22760 742.2221574731175 736.8765825379114 941.4060000000001 8213107.62 476805.45
89.7 -178.10000000000002 -16.163158 -51.216938 22760 625.0756167807675 619.8513405210457 826.007 8212998.54 476808.24
78.34 -187.29999999999995 -16.164133 -51.216924 22760 469.6630988414622 464.57265355645893 672.318 8212890.69 476809.84
101.1 -193.66999999999996 -16.165097 -51.216916 22760 339.22240503885257 334.2712442483362 543.5790000000001 8212784.07 476810.84
119.06 -196.34000000000003 -16.166061 -51.216913 22760 219.41790985257748 214.6131123360181 425.474 8212677.45 476811.25
122.17 -195.39999999999998 -16.167031 -51.216922 22760 79.99097540875547 75.34769841837746 287.752 8212570.21 476810.47
109.6 -188.65999999999997 -16.168011 -51.216947 22760 -76.13195144173989 -80.59072632851607 133.347 8212461.74 476807.92
111.22 -178.76 -16.169010999999998 -51.216977 22760 -233.53088204514384 -237.79490544849494 -22.302 8212351.12 476804.77
119.06 -168.04999999999995 -16.170030999999998 -51.217013 22760 -378.04185366613956 -382.10099618555415 -165.03099999999998 8212238.35 476801.03
125.79 -157.65999999999997 -16.171072 -51.217055 22760 -501.7147659174715 -505.5583383161404 -286.885 8212123.12 476796.69
131.06 -147.60000000000002 -16.172133 -51.217090999999996 22760 -582.514190948432 -586.1464613434075 -365.829 8212005.74 476792.96
141.49 -137.94000000000005 -16.173217 -51.217119 22760 -625.2170717829214 -628.6451078757217 -406.634 8211885.9 476790.11
146.79 -127.19000000000005 -16.174314000000003 -51.217146 22760 -638.7213557611216 -641.9431066239927 -418.216 8211764.53 476787.27
143.59 -115.83000000000004 -16.175422 -51.21716 22760 -649.5857804328754 -652.6173777444432 -427.13300000000004 8211641.93 476785.92
139.36 -106.67999999999995 -16.176544 -51.217158000000005 22760 -653.3613633514365 -656.2219783334206 -428.93 8211517.79 476786.35
128.59 -99.74000000000001 -16.177678 -51.217141 22760 -622.2228904447604 -624.9285489854092 -395.788 8211392.43 476788.26
119.97 -93.95000000000005 -16.178814000000003 -51.217121 22760 -583.6604723560358 -586.214333977752 -355.216 8211266.76 476790.47
115.55 -88.26999999999998 -16.179953 -51.217096000000005 22760 -564.6812270257722 -567.0900506303526 -334.22 8211140.78 476793.28
118.75 -86.25999999999999 -16.181094 -51.217071000000004 22760 -531.011881308282 -533.2751070594245 -298.529 8211014.49 476796.08
120.64 -86.98000000000002 -16.18223 -51.217052 22760 -482.7945004842411 -484.90604929576415 -248.30200000000002 8210888.82 476798.3
116.07 -87.80999999999995 -16.183364 -51.217038 22760 -459.8349096370557 -461.7879026278519 -223.34 8210763.46 476799.91
113.39 -91.45000000000005 -16.184489000000003 -51.21703 22760 -422.6575060599849 -424.4462898119265 -184.17700000000002 8210639.02 476800.94
117.17 -100.92999999999995 -16.185597 -51.217034999999996 22760 -385.04136927799175 -386.6505434692427 -144.61 8210516.41 476800.47
117.59 -111.44000000000005 -16.186689 -51.217055 22760 -358.0050960581358 -359.41954289229295 -115.65799999999999 8210395.66 476798.52
124.72 -121.11000000000001 -16.187769 -51.217085 22760 -334.52311859346503 -335.7302773934214 -90.28399999999999 8210276.12 476795.38
152.34 -130.01 -16.188833 -51.217119 22760 -309.4144019235857 -310.41331245187416 -63.31399999999999 8210158.44 476791.94
166.12 -139.48000000000002 -16.189889 -51.217149 22760 -285.6133110701033 -286.4088638992069 -37.665 8210041.67 476788.8
175.44 -148.90999999999997 -16.190929999999998 -51.217166 22760 -264.4622102566502 -265.0743474209001 -14.685 8209926.44 476787.14
179.87 -157.92999999999995 -16.191961 -51.217174 22760 -237.12467849025572 -237.56583757646015 14.465 8209812.45 476786.37
171.01 -167.64999999999998 -16.192978 -51.21716 22760 -199.52261257485648 -199.82339958727064 53.864 8209699.99 476787.97
150.33 -176.05999999999995 -16.193978 -51.217133000000004 22760 -164.51779634085023 -164.69869896116933 90.64200000000001 8209589.37 476791.06
120.09 -183.37 -16.194969 -51.217099 22760 -148.3083680908362 -148.3777846694913 108.61200000000001 8209479.68 476794.74
98.75 -189.11 -16.195954999999998 -51.217063 22760 -139.1841840264164 -139.1465936567751 119.488 8209370.61 476798.72
101.44 -191.89999999999998 -16.196944000000002 -51.217038 22760 -134.3056243315401 -134.14617545011376 126.119 8209261.22 476801.5
119.12 -190.84000000000003 -16.197936 -51.217019 22760 -147.43868090833286 -147.1499890469155 114.741 8209151.53 476803.7
139.38 -180.26999999999998 -16.198942000000002 -51.217009999999995 22760 -161.759828120922 -161.3254306452597 102.195 8209040.3 476804.71
145.27 -163.70000000000005 -16.199969 -51.217008 22760 -163.20691596384717 -162.61612363713 102.56 8208926.61 476805.12
151.79 -146.77999999999997 -16.201022000000002 -51.217024 22760 -153.89844067076936 -153.1226074194971 113.71700000000001 8208810.15 476803.47
210.49 -182.63 -16.200941 -51.212455 22770 -122.76339318213908 -127.86059557680798 146.52200000000002 8208819.57 477291.86
218.16 -179.67999999999995 -16.199753 -51.21241 22770 -133.81706213002374 -139.15618786213057 133.391 8208951.09 477296.47
163.74 -177.64 -16.198560999999998 -51.212363 22770 -140.30807139506805 -145.89314551205746 124.819 8209082.91 477301.38
134.78 -176.14 -16.197372 -51.212319 22770 -142.67077760763638 -148.49789504137684 120.37899999999999 8209214.43 477306.0
140.27 -173.78999999999996 -16.19618 -51.212283 22770 -138.7723523753276 -144.8311406556993 122.19200000000001 8209346.25 477309.72
181.46 -170.22000000000003 -16.194992000000003 -51.21226 22770 -150.53918959319066 -156.81146611381251 108.339 8209477.77 477311.96
189.92 -163.02999999999997 -16.1938 -51.212252 22770 -181.46785600394938 -187.9361553262984 75.314 8209609.58 477312.71
188.73 -154.02999999999997 -16.192603 -51.212249 22770 -216.92129078938058 -223.57942803689542 37.751999999999995 8209742.02 477312.87
