 ALTURA GPSALT LAT LONG Line mag_res2 mag_res1 MAGIGRF X Y
2624 119.18 -251.25 -16.236994 -51.198571 22800 119.86783473752911 102.57685421082334 458.185 8204833.01 478779.64
2625 135.94 -249.27999999999997 -16.238083 -51.198621 22800 145.73394914284546 128.6766377087909 485.95 8204712.55 478774.41
2626 127.41 -247.20000000000005 -16.239176999999998 -51.198644 22800 170.5044406904516 153.64601582918198 512.64 8204591.49 478772.15
2627 116.68 -212.78999999999996 -16.239719 -51.193566 22810 181.07915415324032 157.79385422747316 526.183 8204532.09 479314.84
2628 129.51 -205.38 -16.238529999999997 -51.193416 22810 187.17657263165154 163.5138785350997 530.245 8204663.62 479330.74
2629 163.34 -195.24 -16.237333 -51.193265999999994 22810 203.33344596949098 179.2919465297486 544.352 8204796.06 479346.65
2630 181.66 -190.61 -16.236127 -51.193119 22810 237.7282851448805 213.31038014969027 576.681 8204929.43 479362.25
2631 191.51 -195.48000000000002 -16.234925 -51.192985 22810 262.24982460542964 237.47357668185788 599.136 8205062.5 479376.38
2632 201.83 -207.51999999999998 -16.233744 -51.192873999999996 22810 256.391897295193 231.2893661867069 591.242 8205193.1 479388.13
2633 208.9 -222.14999999999998 -16.23258 -51.192799 22810 244.8378921422635 219.45801481668093 577.6669999999999 8205321.85 479396.02
2634 200.44 -236.27999999999997 -16.231441 -51.192763 22810 234.78723844423195 209.18373665147607 565.624 8205447.83 479399.76
2635 190.32 -249.86 -16.230325 -51.192772 22810 223.49223094898332 197.72545117252469 552.3580000000001 8205571.36 479398.76
2636 184.5 -262.76 -16.229226999999998 -51.192822 22810 209.39728536048 183.52381737284367 536.31 8205692.72 479393.3
2637 153.56 -274.07000000000005 -16.228147 -51.192902000000004 22810 188.77318530238784 162.83475312367432 513.75 8205812.24 479384.58
2638 128.62 -283.20000000000005 -16.227083 -51.19301 22810 168.4168500988522 142.451698349087 491.476 8205929.92 479372.89
2639 121.86 -288.78999999999996 -16.226027 -51.193144000000004 22810 157.82265393350542 131.86413666022827 478.969 8206046.67 479358.53
2640 120.21 -292.34000000000003 -16.22498 -51.193296999999994 22810 139.05839819001267 113.13279066129712 458.29900000000004 8206162.49 479342.09
2641 115.15 -293.47 -16.223933 -51.193459999999995 22810 104.94153967917475 79.06299945395995 422.272 8206278.31 479324.47
2642 120.76 -293.58000000000004 -16.222883 -51.193608000000005 22810 88.92118145091263 63.06801814486647 404.343 8206394.45 479308.62
2643 128.56 -290.6 -16.221825 -51.193746999999995 22810 92.07796152523508 66.23808580709527 405.58 8206511.5 479293.67
2644 128.26 -281.62 -16.220755 -51.193872 22810 89.48397393617893 63.637869439665224 401.05199999999996 8206629.79 479280.2
2645 128.32 -267.6 -16.219666 -51.193985 22810 116.06682874838054 90.19728729351544 425.671 8206750.23 479267.91
2646 127.89 -250.01 -16.218552 -51.194074 22810 131.2506880247396 105.32175898886322 438.85699999999997 8206873.43 479258.29
2647 129.42 -231.75 -16.217408 -51.194124 22810 143.15903233643195 117.11599427633132 448.72900000000004 8207000.02 479252.83
2648 123.08 -216.58000000000004 -16.216239 -51.194140999999995 22810 154.22922380957556 128.02543375479576 457.73199999999997 8207129.38 479250.93
2649 121.73 -207.42999999999995 -16.215047 -51.194127 22810 158.03144350722278 131.62429772368682 459.44 8207261.2 479252.29
2650 119.57 -205.84000000000003 -16.213853 -51.194094 22810 144.75288629279947 118.11710920572273 444.07 8207393.33 479255.72
2651 118.38 -208.33000000000004 -16.212664 -51.194035 22810 149.262627642369 122.36693032089909 446.50800000000004 8207524.85 479261.83
2652 110.37 -212.37 -16.211482999999998 -51.193946999999994 22810 127.31253206216928 100.11898665297116 422.51300000000003 8207655.45 479271.21
2653 108.26 -214.89 -16.210314 -51.193844 22810 94.22833305309916 66.72092785686044 387.409 8207784.82 479282.07
2654 127.5 -213.26999999999998 -16.209141 -51.193735 22810 85.55583504045353 57.726931441404474 376.714 8207914.5 479293.53
2655 174.58 -206.88 -16.207966 -51.19363 22810 81.87223259166643 53.72500430114479 371.00199999999995 8208044.48 479304.69
2656 205.86 -196.63 -16.20678 -51.193529999999996 22810 77.51661353368269 49.05649988252179 364.596 8208175.7 479315.25
2657 216.57 -183.63 -16.205579999999998 -51.193441 22810 67.82575758739466 39.06474522746521 352.82599999999996 8208308.45 479324.63
2658 209.3 -168.14999999999998 -16.204361 -51.193369 22810 56.439652399282124 27.396181195510906 339.32 8208443.34 479332.22
2659 199.64 -154.14999999999998 -16.203119 -51.193313 22810 50.29851609034864 20.99043769348873 331.01300000000003 8208580.7 479338.03
2660 191.91 -143.20000000000005 -16.201866 -51.193265999999994 22810 45.98916260451199 16.425544102658762 324.515 8208719.28 479342.94
2661 186.68 -134.37 -16.200603 -51.193224 22810 30.231595990687026 0.41777092429515506 306.547 8208859.09 479347.26
2662 188.14 -129.14999999999998 -16.19933 -51.193205 22810 4.797671739241309 -25.239244365464913 278.879 8208999.83 479349.21
2663 188.34 -126.48000000000002 -16.198055 -51.193219 22810 -19.527330650918543 -49.744916658304135 252.30200000000002 8209140.86 479347.59
2664 185.3 -122.76999999999998 -16.196783 -51.193272 22810 -31.49380507482607 -61.841829712994695 238.07299999999998 8209281.58 479341.82
2665 181.86 -116.75 -16.195511 -51.193358 22810 -45.54381675256735 -75.97946159570205 221.747 8209422.31 479332.48
2666 175.77 -108.86000000000001 -16.194232999999997 -51.19348 22810 -72.69888901574049 -103.17669338511743 192.292 8209563.64 479319.28
2667 169.03 -99.44000000000005 -16.192953 -51.19363 22810 -102.5291533092215 -133.01402899623503 160.14600000000002 8209705.27 479303.12
2668 161.09 -91.63 -16.191666 -51.193788 22810 -117.04019002627567 -147.52221860672776 143.306 8209847.52 479286.06
2669 155.14 -87.65999999999997 -16.190378 -51.19393 22810 -129.58792297955986 -160.08890062815888 128.431 8209990.08 479270.78
2670 153.43 -86.42999999999995 -16.189089000000003 -51.194047 22810 -161.60564286807366 -192.1577240407097 94.096 8210132.64 479258.18
2671 155.82 -87.26999999999998 -16.187804999999997 -51.194115999999994 22810 -210.94885865791827 -241.61164740331992 42.464 8210274.59 479250.62
2672 158.71 -88.92999999999995 -16.186528 -51.194138 22810 -252.97460761379196 -283.8078279600001 -1.8219999999999998 8210415.93 479248.11
2673 161.29 -88.96000000000004 -16.185254999999998 -51.194127 22810 -289.17833729781773 -320.22383635523227 -40.263000000000005 8210556.66 479249.16
2674 165.99 -89.73000000000002 -16.183992 -51.194077 22810 -339.9990984790477 -371.30561642811017 -93.291 8210696.48 479254.38
2675 170.22 -95.66999999999996 -16.182744 -51.194005 22810 -409.18615340089127 -440.7795003857989 -164.64700000000002 8210834.45 479261.97
2676 171.41 -106.62 -16.181517000000003 -51.193922 22810 -494.90084518933077 -526.7921281479803 -252.49200000000002 8210970.27 479270.74
2677 181.86 -120.90999999999997 -16.180317000000002 -51.193833000000005 22810 -614.7807011356188 -646.9728828030368 -374.45099999999996 8211103.02 479280.12
2678 192.3 -137.51999999999998 -16.179144 -51.193738 22810 -770.7108059644954 -803.2065949281491 -532.409 8211232.69 479290.09
2679 204.01 -153.94000000000005 -16.178005 -51.193641 22810 -954.211671511533 -987.009565602015 -717.878 8211358.68 479300.37
2680 211.75 -168.01 -16.176883 -51.193540999999996 22810 -1144.7299204908506 -1177.8307883441862 -910.334 8211482.83 479310.94
2681 216.57 -180.10000000000002 -16.17578 -51.193455 22810 -1292.0440531850243 -1325.4270730529086 -1059.557 8211604.82 479320.03
2682 210.69 -189.94000000000005 -16.174689 -51.193402 22810 -1335.1253486534072 -1368.7460768503206 -1104.5410000000002 8211725.59 479325.56
2683 193.16 -196.94000000000005 -16.173607999999998 -51.193374 22810 -1271.0984419610436 -1304.9230845824575 -1042.407 8211845.12 479328.42
2684 155.17 -202.75 -16.172532999999998 -51.193372 22810 -1202.701422088365 -1236.6969449644137 -975.903 8211964.03 479328.6
2685 126.67 -206.98000000000002 -16.171464 -51.193397 22810 -1217.9680863701221 -1252.0981100991085 -993.064 8212082.33 479325.82
2686 117.77 -208.51999999999998 -16.170394 -51.193449 22810 -1258.6698050302628 -1292.8985615879683 -1035.671 8212200.62 479320.06
2687 147.34 -205.26 -16.169319 -51.193524 22810 -1211.5989774596037 -1245.8988972738791 -990.5239999999999 8212319.52 479311.93
2688 192.37 -196.55999999999995 -16.168236 -51.193624 22810 -1249.5323895860568 -1283.8727577512861 -1030.406 8212439.35 479301.13
2689 204.87 -184.12 -16.167133 -51.193727 22810 -1321.3516033921815 -1355.7318569610804 -1104.2089999999998 8212561.32 479290.03
2690 197.79 -169.54999999999995 -16.166007999999998 -51.193822 22810 -1299.4087607250046 -1333.8429625440826 -1084.286 8212685.76 479279.81
2691 181.06 -153.53999999999996 -16.164861 -51.193894 22810 -997.1007697952566 -1031.6209512301102 -784.028 8212812.65 479271.97
2692 168.96 -137.98000000000002 -16.163689 -51.193938 22810 -279.6707330877524 -314.31645832936647 -68.681 8212942.31 479267.1
2693 155.32 -122.99000000000001 -16.162497000000002 -51.193946999999994 22810 344.6643556046002 309.84382971073063 553.5509999999999 8213074.13 479266.08
2694 144.05 -107.94000000000005 -16.161282999999997 -51.193923999999996 22810 570.6534352567727 535.6153849972575 777.41 8213208.41 479268.33
2695 137.16 -97.62 -16.160056 -51.19388 22810 692.614171047374 657.3278562497106 897.225 8213344.23 479272.96
2696 134.51 -91.63999999999999 -16.158819 -51.193822 22810 878.7850803077004 843.2315586308482 1081.241 8213480.97 479279.06
2697 133.2 -87.77999999999997 -16.157581 -51.193752 22810 1022.7514546834474 986.9158887528545 1223.052 8213618.02 479286.36
2698 136.13 -85.29999999999995 -16.156339000000003 -51.193669 22810 968.8740915093659 932.7382987186498 1167.02 8213755.37 479295.14
2699 138.68 -81.63 -16.155097 -51.19358 22810 859.0146889730574 822.5715763538149 1055.008 8213892.73 479304.51
2700 143.74 -77.0 -16.153856 -51.193498999999996 22810 776.918602993578 740.1788487046698 970.7560000000001 8214030.09 479312.99
2701 149.35 -72.77999999999997 -16.152607999999997 -51.19343 22810 726.4366287475598 689.4135248228831 918.1039999999999 8214168.06 479320.29
2702 141.15 -68.94 -16.151358 -51.19338 22810 688.5042204437713 651.222416891697 877.9889999999999 8214306.33 479325.5
2703 135.7 -65.0 -16.150108 -51.193355 22810 647.8768837999385 610.3682809287968 835.169 8214444.61 479328.05
2704 133.38 -60.829999999999984 -16.148856 -51.193346999999996 22810 606.3138359036886 568.5994985313973 791.4019999999999 8214583.18 479328.81
2705 122.77 -57.0 -16.147603 -51.19335 22810 577.0703817589146 539.1645732347878 759.95 8214721.76 479328.38
2706 111.68 -53.089999999999975 -16.146344 -51.193360999999996 22810 537.3549586717762 499.2674916296327 718.013 8214860.95 479327.06
2707 102.9 -51.110000000000014 -16.145092 -51.193372 22810 495.05582108384573 456.78756104872656 673.502 8214999.53 479325.74
2708 100.98 -52.04000000000002 -16.143839 -51.19338 22810 484.31056555540624 445.8579131479207 660.546 8215138.11 479324.72
2709 100.64 -53.910000000000025 -16.142595 -51.19338 22810 451.45918283776564 412.8127794700159 625.502 8215275.76 479324.59
2710 101.32 -55.420000000000016 -16.141356 -51.193386 22810 407.26428423568245 368.432074212177 579.122 8215412.8 479323.87
2711 102.29 -56.620000000000005 -16.140122 -51.193405 22810 371.3972235706841 332.39794933410326 541.0740000000001 8215549.23 479321.66
2712 103.24 -57.379999999999995 -16.138895 -51.193444 22810 346.80684368617597 307.66623485722744 514.305 8215685.03 479317.38
2713 103.75 -57.420000000000016 -16.137667 -51.193483 22810 336.49966032045944 297.2178226895221 501.819 8215820.84 479313.09
2714 103.81 -56.370000000000005 -16.136445000000002 -51.193521999999994 22810 320.4807624539656 281.0585615460784 483.631 8215956.04 479308.8
2715 103.39 -53.910000000000025 -16.135222 -51.19355 22810 295.3012335713273 255.72428605786106 456.287 8216091.23 479305.71
2716 101.98 -50.60000000000002 -16.133997 -51.193566 22810 268.53824433346267 228.79195279849324 427.35900000000004 8216226.73 479303.8
2717 99.97 -46.94999999999999 -16.13277 -51.193571999999996 22810 255.34591672979514 215.41554958914966 412.001 8216362.55 479303.08
2718 99.33 -42.620000000000005 -16.131542 -51.193563 22810 238.4109146988564 198.2787292031407 392.906 8216498.36 479303.84
2719 98.45 -38.50999999999999 -16.130311 -51.193540999999996 22810 218.84429710749802 178.49197648208363 371.18 8216634.48 479306.09
2720 99.3 -35.610000000000014 -16.129078 -51.193519 22810 193.4796536582661 152.90687802547873 343.651 8216770.91 479308.33
2721 101.74 -33.06999999999999 -16.127842 -51.1935 22810 174.72899049763325 133.93867942124996 322.73 8216907.65 479310.29
2722 104.0 -30.980000000000018 -16.126607999999997 -51.193488 22810 160.53358502696273 119.53699069107921 306.366 8217044.07 479311.35
2723 106.44 -28.879999999999995 -16.125375 -51.193497 22810 147.6370898645965 106.45915377738828 291.293 8217180.5 479310.33
2724 109.61 -25.94999999999999 -16.124142000000003 -51.193521999999994 22810 136.7781058264935 95.44031847392708 278.251 8217316.92 479307.52
2725 117.53 -22.899999999999977 -16.122906 -51.193558 22810 132.64045589851727 91.15653498254258 271.921 8217453.65 479303.53
2726 113.2 -19.69999999999999 -16.121672 -51.193605 22810 128.77226632575312 87.15680926229672 265.861 8217590.07 479298.36
2727 105.83 -14.930000000000007 -16.120435999999998 -51.193661 22810 125.07436745195878 83.33773252220573 259.96299999999997 8217726.8 479292.29
2728 102.5 -11.860000000000014 -16.1192 -51.193715999999995 22810 118.04346857817904 76.18565578212937 250.732 8217863.53 479286.22
2729 99.0 -11.009999999999991 -16.117964 -51.193769 22810 112.82345176387543 70.84086172213765 243.313 8218000.26 479280.45
2730 101.83 -12.589999999999975 -16.116734 -51.193805 22810 112.56192808099934 70.43408418982793 240.86900000000003 8218136.37 479276.46
2731 107.35 -14.660000000000025 -16.115509 -51.193813 22810 107.02078154039854 64.71290127992981 233.166 8218271.88 479275.44
2732 115.4 -15.279999999999973 -16.114292000000003 -51.1938 22810 90.87595537274957 48.36080323744312 214.88299999999998 8218406.46 479276.8
2733 116.74 -13.480000000000018 -16.113072 -51.193761 22810 76.00027566613436 33.24536313348878 197.87400000000002 8218541.36 479280.83
2734 113.81 -10.180000000000007 -16.111856 -51.193705 22810 72.09286671426662 29.077291512484607 191.845 8218675.94 479286.64
2735 112.17 -6.810000000000002 -16.110634 -51.193638 22810 76.34005627405368 33.04864696197561 193.965 8218811.15 479293.64
2736 109.88 -3.4399999999999977 -16.109414 -51.193571999999996 22810 89.20027169169973 45.63334814700079 204.703 8218946.05 479300.65
2737 108.75 -0.7400000000000091 -16.108192000000003 -51.193513 22810 101.90261855422283 58.07055324702202 215.275 8219081.25 479306.76
2747 114.67 -2.759999999999991 -16.09607 -51.193872 22810 32.568018188456946 -12.691720735427282 124.439 8220422.12 479267.18
2748 115.28 -2.5600000000000023 -16.094884 -51.193827 22810 24.60533783376242 -20.8961245291988 114.404 8220553.33 479271.81
2757 97.84 -1.5 -16.084195 -51.19343 22810 48.80137995283219 1.1258634883682817 119.92399999999999 8221735.73 479313.18
2758 85.31 -2.3100000000000023 -16.083031 -51.193414000000004 22810 36.504431443686286 -11.373669936919882 105.583 8221864.47 479314.84
2759 85.1 -2.9700000000000273 -16.081864000000003 -51.193416 22810 52.461330120316916 4.405145474755258 119.48299999999999 8221993.53 479314.42
2760 88.27 -4.269999999999982 -16.080703 -51.193425 22810 68.26939440425986 20.0430991761219 133.24200000000002 8222121.96 479313.41
2761 96.65 -14.019999999999982 -16.080398000000002 -51.189011 22820 58.857675619470996 4.919413964648257 125.044 8222156.2 479785.44
2762 94.18 -14.639999999999986 -16.081464 -51.18899999999999 22820 57.3977919518488 3.611348231304973 125.46799999999999 8222038.21 479786.74
2763 94.18 -16.80000000000001 -16.082528 -51.188990999999994 22820 48.656000366876725 -4.975345917672627 118.604 8221920.53 479787.73
2764 95.22 -19.019999999999982 -16.083589 -51.188990999999994 22820 50.70226569739934 -2.7638506396614844 122.52 8221803.15 479787.84
2765 96.99 -20.80000000000001 -16.084648 -51.188990999999994 22820 50.97046790536474 -2.330858341193178 124.65299999999999 8221686.08 479787.95
2766 100.28 -22.329999999999984 -16.085706 -51.188989 22820 46.743748691612495 -6.39628105345534 122.292 8221569.02 479788.35
2767 105.07 -22.660000000000025 -16.086759 -51.188986 22820 41.222547459860735 -11.757157099136009 118.62700000000001 8221452.56 479788.76
2768 108.33 -21.060000000000002 -16.087814 -51.188983 22820 33.88260586945782 -18.936227856101766 113.148 8221335.8 479789.16
2769 106.53 -17.069999999999993 -16.088878 -51.188977 22820 19.43389496031139 -33.22636192917632 100.57600000000001 8221218.12 479789.86
2770 104.73 -11.189999999999998 -16.089948 -51.188977 22820 3.0825089125995078 -49.411212647371414 86.109 8221099.82 479789.97
2771 106.59 -4.480000000000018 -16.091031 -51.188990999999994 22820 11.683272159039092 -40.623986226019724 96.613 8220979.99 479788.6
2778 102.9 -3.1100000000000136 -16.098681 -51.189311 22820 35.3179790265138 -15.387943990387555 133.6 8220133.75 479755.21
2779 105.07 -6.680000000000007 -16.099756 -51.18933 22820 51.069470278098706 0.5559180017993413 151.238 8220014.83 479753.24
2780 107.22 -10.069999999999993 -16.100825 -51.189339000000004 22820 56.40540078723066 6.069061999307053 158.455 8219896.53 479752.46
2781 109.48 -11.930000000000007 -16.101892000000003 -51.189344 22820 63.09018749797973 12.927142941367947 167.017 8219778.54 479751.97
2782 110.4 -12.389999999999986 -16.102956 -51.189347 22820 71.96679314567662 21.97300358399616 177.767 8219660.86 479751.78
2783 114.21 -11.670000000000016 -16.104022 -51.18935 22820 74.6124619159164 24.788367206156295 182.291 8219542.87 479751.59
2784 117.83 -9.160000000000025 -16.105092000000003 -51.189352 22820 76.25815654403016 26.604076563865164 185.82 8219424.57 479751.41
2785 113.78 -4.990000000000009 -16.106170000000002 -51.189352 22820 83.50111911806884 34.01487984944751 194.96200000000002 8219305.35 479751.52
2786 108.51 -0.040000000000020464 -16.107253 -51.189339000000004 22820 90.94685201815183 41.61156204778601 204.322 8219185.52 479753.11
2791 104.48 -2.730000000000018 -16.1127 -51.189186 22820 37.40537400180588 -11.277635123080387 160.439 8218582.99 479770.0
2792 106.07 -7.439999999999998 -16.113772 -51.189177 22820 53.77273451979312 5.246022422551874 178.699 8218464.38 479771.0
2793 108.51 -11.350000000000023 -16.114839 -51.189175 22820 69.29516740901472 20.930951404912292 196.102 8218346.39 479771.41
2794 107.11 -15.259999999999991 -16.115897 -51.189166 22820 80.78605306015109 32.57594898768963 209.46099999999998 8218229.32 479772.41
2795 106.8 -18.55000000000001 -16.116953 -51.189152 22820 88.77167697238033 40.70816619510583 219.312 8218112.56 479774.0
2796 105.46 -20.29000000000002 -16.118003 -51.189136 22820 81.46205669901539 33.540660123561 213.859 8217996.42 479775.89
2797 101.96 -20.670000000000016 -16.119053 -51.189105 22820 86.24276199834961 38.445736875322496 220.502 8217880.27 479779.26
2798 98.08 -20.600000000000023 -16.120103 -51.189066 22820 89.0522727302787 41.36880673257062 225.17700000000002 8217764.13 479783.53
2799 96.19 -21.069999999999993 -16.121153 -51.189019 22820 93.87850417004807 46.29803911811186 231.872 8217647.99 479788.68
2800 96.25 -23.49000000000001 -16.1222 -51.188977 22820 100.86271184948652 53.3919008547397 240.718 8217532.15 479793.24
2801 97.23 -26.680000000000007 -16.123245 -51.18895 22820 108.02437157954606 60.680531723329494 249.731 8217416.62 479796.32
2802 98.63 -28.930000000000007 -16.124289 -51.188938 22820 116.72170168797658 69.52630926732343 260.27299999999997 8217301.09 479797.61
2803 100.43 -30.649999999999977 -16.125328 -51.188941 22820 129.6242614703776 82.5942078985758 275.005 8217186.17 479797.42
2804 102.78 -32.47000000000003 -16.126367000000002 -51.188961 22820 142.0526136205737 95.20924102640802 289.256 8217071.26 479795.45
2805 104.88 -34.06 -16.127406 -51.188988 22820 146.62700108408202 99.98113598359387 295.65 8216956.33 479792.58
2806 107.66 -35.360000000000014 -16.128442 -51.189013 22820 145.84232947394767 99.38979846251274 296.681 8216841.72 479790.02
2807 106.56 -36.19 -16.129481 -51.189038000000004 22820 159.1397582510547 112.88112116497223 311.79900000000004 8216726.8 479787.45
2808 104.48 -36.160000000000025 -16.13052 -51.189054999999996 22820 173.28487047131765 127.20944915172797 327.76800000000003 8216611.88 479785.77
2809 101.74 -35.25999999999999 -16.131558 -51.189063 22820 186.6066288700533 140.70362517878408 342.917 8216496.96 479784.99
2810 96.99 -34.339999999999975 -16.132603 -51.189066 22820 201.70047415166243 155.9636748342847 359.85 8216381.43 479784.8
2811 91.29 -34.19999999999999 -16.133645 -51.189060999999995 22820 210.72093975388486 165.13922679455055 370.708 8216266.21 479785.5
2812 91.69 -35.98000000000002 -16.134689 -51.189052000000004 22820 226.20522854871695 180.7755765932718 388.036 8216150.67 479786.49
2813 95.8 -38.52999999999997 -16.135725 -51.189038000000004 22820 240.5190920948729 195.23298281357214 404.181 8216036.06 479788.08
2814 96.56 -40.370000000000005 -16.136761 -51.189019 22820 255.77787901413328 210.6280994592599 421.273 8215921.46 479790.27
2815 96.1 -40.69 -16.137795 -51.188988 22820 269.3660463240592 224.33801326862365 436.694 8215807.16 479793.64
2816 94.3 -39.24000000000001 -16.138832999999998 -51.18895 22820 273.9280233222414 229.01193832135846 443.102 8215692.24 479797.9
2817 92.35 -37.80000000000001 -16.139875 -51.188913 22820 288.0833033728997 243.28307149470083 459.10699999999997 8215577.02 479801.87
2818 92.17 -37.20999999999998 -16.14092 -51.18888 22820 301.7847644866395 257.10442496750136 474.662 8215461.49 479805.54
2819 93.09 -36.47000000000003 -16.14197 -51.188863 22820 307.3581442132596 262.8199188959429 482.092 8215345.35 479807.43
2820 93.94 -35.170000000000016 -16.143022 -51.188866 22820 318.1841788625262 273.8134774900629 494.772 8215228.89 479807.24
2821 94.18 -32.389999999999986 -16.144078 -51.188902 22820 335.73070211583297 291.5706629917139 514.164 8215112.13 479803.49
2822 94.18 -28.889999999999986 -16.145142 -51.188969 22820 347.5096002883468 303.60077621889496 527.7909999999999 8214994.44 479796.47
2823 93.75 -24.610000000000014 -16.146210999999997 -51.189052000000004 22820 352.59525781963373 308.9598848365438 534.7280000000001 8214876.13 479787.67
2824 94.0 -18.74000000000001 -16.147289 -51.189141 22820 345.7784998537185 302.4250820977986 529.775 8214756.9 479778.27
2825 95.13 -12.54000000000002 -16.148375 -51.18923 22820 337.08005324487056 294.00977611883604 522.955 8214636.75 479768.88
2826 92.54 -9.050000000000011 -16.149469 -51.189313 22820 348.0007566414532 305.20784674786233 535.771 8214515.68 479760.08
2827 92.69 -11.75 -16.150561 -51.18938 22820 367.0977265371222 324.56026772195446 556.765 8214394.92 479753.07
2828 95.34 -18.810000000000002 -16.151644 -51.189419 22820 359.08231746466913 316.7634904692397 550.643 8214275.08 479749.02
2829 97.17 -27.360000000000014 -16.152711 -51.18943 22820 326.9523027917527 284.8138488071035 520.388 8214157.09 479747.94
2830 100.46 -36.51999999999998 -16.153764000000002 -51.189427 22820 301.2961388246846 259.3181300054197 496.588 8214040.63 479748.34
2831 104.06 -45.889999999999986 -16.154803 -51.189413 22820 261.658224747506 219.824184270439 458.786 8213925.72 479749.93
2832 108.27 -54.670000000000016 -16.155825 -51.189386 22820 226.32790173482684 184.61735610719577 425.26800000000003 8213812.64 479753.01
2833 106.23 -62.44999999999999 -16.156836 -51.189344 22820 184.81381105876915 143.20724391429638 385.55199999999996 8213700.8 479757.57
2834 103.63 -70.30000000000001 -16.157839000000003 -51.189294 22820 118.05309246878588 76.53864024589731 320.578 8213589.88 479763.01
2835 93.64 -77.32999999999998 -16.158832999999998 -51.189238 22820 17.026948630126697 -24.403907000920867 221.326 8213479.89 479769.05
2836 80.9 -82.65999999999997 -16.159825 -51.189197 22820 -107.38990241200445 -148.71983018093601 98.67299999999999 8213370.2 479773.61
2837 79.22 -86.04999999999995 -16.160814000000002 -51.189166 22820 -247.42854133346262 -288.6436893700785 -39.611 8213260.81 479776.98
2838 93.33 -87.08000000000004 -16.161803 -51.189155 22820 -379.22026994660206 -420.2956967427275 -169.65599999999998 8213151.43 479778.27
2839 111.34 -87.11000000000001 -16.162794 -51.189155 22820 -532.9156601939384 -573.8366341654018 -321.60400000000004 8213041.73 479778.37
2840 127.4 -85.53999999999996 -16.163794 -51.189172 22820 -662.5700687058369 -703.3139281528905 -449.50300000000004 8212931.11 479776.69
2841 130.42 -82.49000000000001 -16.1648 -51.189194 22820 -775.8909558375092 -816.4496364763304 -561.061 8212819.88 479774.41
2842 131.37 -82.02999999999997 -16.165808 -51.189215999999995 22820 -861.8368171113079 -902.2099990642232 -645.239 8212708.34 479772.14
2843 140.09 -87.88999999999999 -16.166814000000002 -51.189238 22820 -915.6377415076488 -955.825864631646 -697.2769999999999 8212597.11 479769.87
2844 143.99 -98.61000000000001 -16.1678 -51.189265999999996 22820 -943.7613496431827 -983.7602516115851 -723.674 8212488.02 479767.0
2845 140.48 -111.83000000000004 -16.168767000000003 -51.189296999999996 22820 -958.0244409501584 -997.833587193553 -736.2460000000001 8212381.09 479763.83
2846 130.46 -126.01999999999998 -16.169711 -51.18933 22820 -968.4562378052551 -1008.0755194222802 -745.0269999999999 8212276.62 479760.36
2847 105.19 -139.95000000000005 -16.17063 -51.189361 22820 -979.2141984661577 -1018.6511309822845 -754.177 8212174.91 479757.19
2848 82.18 -153.13 -16.171529999999997 -51.189377 22820 -987.5224346663265 -1026.7978256409247 -760.9060000000001 8212075.35 479755.5
2849 92.14 -164.79999999999995 -16.172414 -51.189377 22820 -986.504841969591 -1025.6426726733707 -758.332 8211977.64 479755.59
2850 124.67 -172.61 -16.173292 -51.189363 22820 -972.4500872099253 -1011.4691000855669 -742.725 8211880.54 479757.17
2851 156.21 -174.61 -16.174167 -51.189338 22820 -927.9066335513787 -966.8214402037416 -696.63 8211783.76 479759.93
2852 202.82 -170.66999999999996 -16.175055 -51.189311 22820 -874.1159822205833 -912.927982744123 -641.262 8211685.43 479762.99
2853 212.34 -161.84000000000003 -16.175957999999998 -51.189283 22820 -814.3515375146923 -853.0585751912763 -579.896 8211585.58 479766.05
2854 209.3 -148.89999999999998 -16.176889000000003 -51.189252 22820 -752.2794202697019 -790.8807100977822 -516.172 8211482.64 479769.41
2855 199.98 -133.95000000000005 -16.177847 -51.189221999999994 22820 -681.4740347827504 -719.9652349481942 -443.666 8211376.64 479772.77
2856 191.18 -119.08000000000004 -16.178839 -51.189202 22820 -603.2380168301759 -641.5997340570023 -363.675 8211266.95 479774.95
2857 179.08 -104.91999999999996 -16.179858 -51.189186 22820 -521.9989684680595 -560.2233531641856 -280.633 8211154.18 479776.84
2858 169.03 -91.16999999999996 -16.1809 -51.189177 22820 -443.3006208063462 -481.3735185238196 -200.09599999999998 8211038.96 479777.84
2859 155.94 -79.04000000000002 -16.181967 -51.189177 22820 -377.51422923072306 -415.4210172867319 -132.43 8210920.96 479777.95
2860 141.49 -68.92000000000002 -16.18305 -51.189197 22820 -336.5792301032651 -374.29235622557957 -89.594 8210801.13 479775.98
2861 127.8 -61.19 -16.18415 -51.189223999999996 22820 -312.6923764295403 -350.1985375063132 -63.78 8210679.45 479773.12
2862 118.69 -56.170000000000016 -16.185264 -51.189265999999996 22820 -292.042532715772 -329.3217867126725 -41.184 8210556.23 479768.78
2863 112.16 -53.110000000000014 -16.18638 -51.189302000000005 22820 -251.6578244957953 -288.71681033530376 1.1540000000000001 8210432.7 479765.03
2864 107.29 -51.35000000000002 -16.187504999999998 -51.18933 22820 -187.7329622214728 -224.58118684866912 67.05 8210308.26 479762.18
2865 103.79 -50.31 -16.18863 -51.189352 22820 -132.7054578175928 -169.34998582301188 124.051 8210183.81 479759.92
